"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.myorg.benchmarks.OrderServiceBenchmark.benchmarkProcessOrder","thrpt",4,10,25.597395,0.304729,"ops/s"
