"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.myorg.benchmarks.OrderServiceBenchmark.benchmarkProcessOrder","thrpt",4,10,25.556584,0.365857,"ops/s"
